date time,depth,DOXY [ml/L],DOXY_1_QC
2024-03-16T02:00:49Z,2,5.834,2
2024-03-16T03:00:49Z,2,5.815,2
2024-03-16T04:00:49Z,2,5.913,2
2024-03-16T05:00:49Z,2,5.968,2
2024-03-16T06:00:49Z,2,5.844,2
2024-03-16T07:00:49Z,2,5.822,2
2024-03-16T08:00:49Z,2,5.918,2
2024-03-16T09:00:49Z,2,5.934,2
2024-03-16T10:00:49Z,2,5.851,2
2024-03-16T11:00:49Z,2,5.877,2
2024-03-16T12:00:49Z,2,5.829,2
2024-03-16T13:00:49Z,2,5.885,2
2024-03-16T14:00:49Z,2,5.782,2
2024-03-16T15:00:49Z,2,5.882,2
2024-03-16T16:00:49Z,2,5.984,2
2024-03-16T17:00:49Z,2,6.057,2
2024-03-16T18:00:49Z,2,6.124,2
2024-03-16T19:00:49Z,2,6.143,2
2024-03-16T20:00:49Z,2,5.93,2
2024-03-16T21:00:49Z,2,5.916,2
2024-03-16T22:00:49Z,2,5.784,2
2024-03-16T23:00:49Z,2,5.999,2
2024-03-17T00:00:49Z,2,5.907,2
2024-03-17T01:00:49Z,2,5.861,2
2024-03-17T02:00:49Z,2,5.87,2
2024-03-17T03:00:49Z,2,6.013,2
2024-03-17T04:00:49Z,2,5.958,2
2024-03-17T05:00:49Z,2,6.04,2
2024-03-17T06:00:49Z,2,6.074,2
2024-03-17T07:00:49Z,2,6.011,2
2024-03-17T08:00:49Z,2,6.102,2
2024-03-17T09:00:49Z,2,6.047,2
2024-03-17T10:00:49Z,2,6.104,2
2024-03-17T11:00:49Z,2,6.05,2
2024-03-17T12:00:49Z,2,6.035,2
2024-03-17T13:00:49Z,2,6.028,2
2024-03-17T14:00:49Z,2,6.105,2
2024-03-17T15:00:49Z,2,6.086,2
2024-03-17T16:00:49Z,2,6.114,2
2024-03-17T17:00:49Z,2,6.084,2
2024-03-17T18:00:49Z,2,6.117,2
2024-03-17T19:00:49Z,2,5.965,2
2024-03-17T20:00:49Z,2,5.938,2
2024-03-17T21:00:49Z,2,5.978,2
2024-03-17T22:00:49Z,2,5.953,2
2024-03-17T23:00:49Z,2,5.983,2
2024-03-18T00:00:49Z,2,6.049,2
2024-03-18T01:00:49Z,2,6.003,2
2024-03-18T02:00:49Z,2,6.017,2
2024-03-18T03:00:49Z,2,6.037,2
2024-03-18T04:00:49Z,2,6.044,2
2024-03-18T05:00:49Z,2,6.001,2
2024-03-18T06:00:49Z,2,5.935,2
2024-03-18T07:00:49Z,2,5.922,2
2024-03-18T08:00:49Z,2,5.932,2
2024-03-18T09:00:49Z,2,5.948,2
2024-03-18T10:00:49Z,2,5.859,2
2024-03-18T11:00:49Z,2,5.774,2
2024-03-18T12:00:49Z,2,5.973,2
2024-03-18T13:00:49Z,2,6.012,2
2024-03-18T14:00:49Z,2,5.98,2
2024-03-18T15:00:49Z,2,5.913,2
2024-03-18T16:00:49Z,2,5.95,2
2024-03-18T17:00:49Z,2,5.933,2
2024-03-18T18:00:49Z,2,5.922,2
2024-03-18T19:00:49Z,2,6.071,2
2024-03-18T20:00:49Z,2,6.111,2
2024-03-18T21:00:49Z,2,6.106,2
2024-03-18T22:00:49Z,2,6.07,2
2024-03-18T23:00:49Z,2,6,2
2024-03-19T00:00:49Z,2,6.051,2
2024-03-19T01:00:49Z,2,5.966,2
2024-03-19T02:00:49Z,2,6.004,2
2024-03-19T03:00:49Z,2,6.005,2
2024-03-19T04:00:49Z,2,5.961,2
2024-03-19T05:00:49Z,2,5.955,2
2024-03-19T06:00:49Z,2,6.03,2
2024-03-19T07:00:49Z,2,5.922,2
2024-03-19T08:00:49Z,2,6.039,2
2024-03-19T09:00:49Z,2,6.089,2
2024-03-19T10:00:49Z,2,6.088,2
2024-03-19T11:00:49Z,2,6.017,2
2024-03-19T12:00:49Z,2,5.994,2
2024-03-19T13:00:49Z,2,6.134,2
2024-03-19T14:00:49Z,2,6.157,2
2024-03-19T15:00:49Z,2,6.183,2
2024-03-19T16:00:49Z,2,6.161,2
2024-03-19T17:00:49Z,2,6.161,2
2024-03-19T18:00:49Z,2,6.136,2
2024-03-19T19:00:49Z,2,6.142,2
2024-03-19T20:00:49Z,2,6.103,2
2024-03-19T21:00:49Z,2,6.173,2
2024-03-19T22:00:49Z,2,6.202,2
2024-03-19T23:00:49Z,2,6.234,2
2024-03-20T00:00:49Z,2,6.143,2
2024-03-20T01:00:49Z,2,6.107,2
2024-03-20T02:00:49Z,2,6.12,2
2024-03-20T03:00:49Z,2,6.061,2
2024-03-20T04:00:49Z,2,6.141,2
2024-03-20T05:00:49Z,2,6.128,2
2024-03-20T06:00:49Z,2,6.091,2
2024-03-20T07:00:49Z,2,6.069,2
2024-03-20T08:00:49Z,2,6.035,2
2024-03-20T09:00:49Z,2,5.975,2
2024-03-20T10:00:49Z,2,5.926,2
2024-03-20T11:00:49Z,2,5.998,2
2024-03-20T12:00:49Z,2,5.927,2
2024-03-20T13:00:49Z,2,6.121,2
2024-03-20T14:00:49Z,2,6.123,2
2024-03-20T15:00:49Z,2,6.116,2
2024-03-20T16:00:49Z,2,6.182,2
2024-03-20T17:00:49Z,2,6.163,2
2024-03-20T18:00:49Z,2,6.112,2
2024-03-20T19:00:49Z,2,6.155,2
2024-03-20T20:00:49Z,2,6.188,2
2024-03-20T21:00:49Z,2,6.189,2
2024-03-20T22:00:49Z,2,6.132,2
2024-03-20T23:00:49Z,2,5.999,2
2024-03-21T00:00:49Z,2,6.026,2
2024-03-21T01:00:49Z,2,5.977,2
2024-03-21T02:00:49Z,2,5.951,2
2024-03-21T03:00:49Z,2,5.983,2
2024-03-21T04:00:49Z,2,5.905,2
2024-03-21T05:00:49Z,2,5.964,2
2024-03-21T06:00:49Z,2,5.927,2
2024-03-21T07:00:49Z,2,5.828,2
2024-03-21T08:00:49Z,2,5.922,2
2024-03-21T09:00:49Z,2,5.901,2
2024-03-21T10:00:49Z,2,5.906,2
2024-03-21T11:00:49Z,2,5.91,2
2024-03-21T12:00:49Z,2,5.772,2
2024-03-21T13:00:49Z,2,5.866,2
2024-03-21T14:00:49Z,2,5.83,2
2024-03-21T15:00:49Z,2,6.032,2
2024-03-21T16:00:49Z,2,5.989,2
2024-03-21T17:00:49Z,2,6.087,2
2024-03-21T18:00:49Z,2,6.069,2
2024-03-21T19:00:49Z,2,5.988,2
2024-03-21T20:00:49Z,2,5.914,2
2024-03-21T21:00:49Z,2,5.928,2
2024-03-21T22:00:49Z,2,5.933,2
2024-03-21T23:00:49Z,2,5.851,2
2024-03-22T00:00:49Z,2,5.939,2
2024-03-22T01:00:49Z,2,5.874,2
2024-03-22T02:00:49Z,2,5.874,2
2024-03-22T03:00:49Z,2,5.822,2
2024-03-22T04:00:49Z,2,5.873,2
2024-03-22T05:00:49Z,2,5.823,2
2024-03-22T06:00:49Z,2,5.921,2
2024-03-22T07:00:49Z,2,5.959,2
2024-03-22T08:00:49Z,2,5.962,2
2024-03-22T09:00:49Z,2,5.98,2
2024-03-22T10:00:49Z,2,6.008,2
2024-03-22T11:00:49Z,2,5.993,2
2024-03-22T12:00:49Z,2,5.987,2
2024-03-22T13:00:49Z,2,6.084,2
2024-03-22T14:00:49Z,2,6.135,2
2024-03-22T15:00:49Z,2,6.147,2
2024-03-22T16:00:49Z,2,6.172,2
2024-03-22T17:00:49Z,2,6.125,2
2024-03-22T18:00:49Z,2,6.092,2
2024-03-22T19:00:49Z,2,6.088,2
2024-03-22T20:00:49Z,2,6.129,2
2024-03-22T21:00:49Z,2,6.056,2
2024-03-22T22:00:49Z,2,5.886,2
2024-03-22T23:00:49Z,2,5.902,2
2024-03-23T00:00:49Z,2,5.977,2
2024-03-23T01:00:49Z,2,5.796,2
2024-03-23T02:00:49Z,2,5.984,2
2024-03-23T03:00:49Z,2,6.044,2
2024-03-23T04:00:49Z,2,6.021,2
2024-03-23T05:00:49Z,2,5.912,2
2024-03-23T06:00:49Z,2,5.942,2
2024-03-23T07:00:49Z,2,5.923,2
2024-03-23T08:00:49Z,2,6.036,2
2024-03-23T09:00:49Z,2,6.031,2
2024-03-23T10:00:49Z,2,6.032,2
2024-03-23T11:00:49Z,2,6.101,2
2024-03-23T12:00:49Z,2,6.002,2
2024-03-23T13:00:49Z,2,6.101,2
2024-03-23T14:00:49Z,2,6.139,2
2024-03-23T15:00:49Z,2,6.242,2
2024-03-23T16:00:49Z,2,6.261,2
2024-03-23T17:00:49Z,2,6.258,2
2024-03-23T18:00:49Z,2,6.157,2
2024-03-23T19:00:49Z,2,6.101,2
2024-03-23T20:00:49Z,2,6.093,2
2024-03-23T21:00:49Z,2,6.084,2
2024-03-23T22:00:49Z,2,6.069,2
2024-03-23T23:00:49Z,2,6.028,2
2024-03-24T00:00:49Z,2,6.047,2
2024-03-24T01:00:49Z,2,6.072,2
2024-03-24T02:00:49Z,2,6.101,2
2024-03-24T03:00:49Z,2,6.146,2
2024-03-24T04:00:49Z,2,6.241,2
2024-03-24T05:00:49Z,2,6.282,2
2024-03-24T06:00:49Z,2,6.25,2
2024-03-24T07:00:49Z,2,6.143,2
2024-03-24T08:00:49Z,2,6.139,2
2024-03-24T09:00:49Z,2,6.21,2
2024-03-24T10:00:49Z,2,6.118,2
2024-03-24T11:00:49Z,2,6.084,2
2024-03-24T12:00:49Z,2,6.098,2
2024-03-24T13:00:49Z,2,6.231,2
2024-03-24T14:00:49Z,2,6.189,2
2024-03-24T15:00:49Z,2,6.218,2
2024-03-24T16:00:49Z,2,6.217,2
2024-03-24T17:00:49Z,2,6.207,2
2024-03-24T18:00:49Z,2,6.144,2
2024-03-24T19:00:49Z,2,5.973,2
2024-03-24T20:00:49Z,2,6.032,2
2024-03-24T21:00:49Z,2,6.038,2
2024-03-24T22:00:49Z,2,6.007,2
2024-03-24T23:00:49Z,2,5.738,2
2024-03-25T00:00:49Z,2,5.768,2
2024-03-25T01:00:49Z,2,5.728,2
2024-03-25T02:00:49Z,2,5.592,2
2024-03-25T03:00:49Z,2,5.743,2
2024-03-25T04:00:49Z,2,5.742,2
2024-03-25T05:00:49Z,2,5.646,2
2024-03-25T06:00:49Z,2,5.795,2
2024-03-25T07:00:49Z,2,5.932,2
2024-03-25T08:00:49Z,2,6.014,2
2024-03-25T09:00:49Z,2,6.071,2
2024-03-25T10:00:49Z,2,6.047,2
2024-03-25T11:00:49Z,2,6.01,2
2024-03-25T12:00:49Z,2,5.998,2
2024-03-25T13:00:49Z,2,5.951,2
2024-03-25T14:00:49Z,2,5.979,2
2024-03-25T15:00:49Z,2,6.042,2
2024-03-25T16:00:49Z,2,6.046,2
2024-03-25T17:00:49Z,2,6.059,2
2024-03-25T18:00:49Z,2,6.022,2
2024-03-25T19:00:49Z,2,6.062,2
2024-03-25T21:00:49Z,2,6.006,2
2024-03-25T22:00:49Z,2,6.134,2
2024-03-25T23:00:49Z,2,6.095,2
2024-03-26T00:00:49Z,2,6.105,2
2024-03-26T01:00:49Z,2,6.084,2
2024-03-26T02:00:49Z,2,6.127,2
2024-03-26T03:00:49Z,2,6.089,2
2024-03-26T04:00:49Z,2,6.09,2
2024-03-26T05:00:49Z,2,5.838,2
2024-03-26T06:00:49Z,2,6.032,2
2024-03-26T07:00:49Z,2,5.99,2
2024-03-26T08:00:49Z,2,5.847,2
2024-03-26T09:00:49Z,2,5.836,2
2024-03-26T10:00:49Z,2,5.964,2
2024-03-26T11:00:49Z,2,6.067,2
2024-03-26T12:00:49Z,2,6.065,2
2024-03-26T13:00:49Z,2,6.049,2
2024-03-26T14:00:49Z,2,6.035,2
2024-03-26T15:00:49Z,2,5.999,2
2024-03-26T16:00:49Z,2,5.883,2
2024-03-26T17:00:49Z,2,5.826,2
2024-03-26T18:00:49Z,2,5.665,2
2024-03-26T19:00:49Z,2,5.879,2
2024-03-26T20:00:49Z,2,5.869,2
2024-03-26T21:00:49Z,2,5.894,2
2024-03-26T22:00:49Z,2,5.857,2
2024-03-26T23:00:49Z,2,6.026,2
2024-03-27T00:00:49Z,2,6.037,2
2024-03-27T01:00:49Z,2,6.024,2
2024-03-27T02:00:49Z,2,6.045,2
2024-03-27T03:00:49Z,2,5.975,2
2024-03-27T04:00:49Z,2,5.972,2
2024-03-27T05:00:49Z,2,5.952,2
2024-03-27T06:00:49Z,2,5.883,2
2024-03-27T07:00:49Z,2,5.859,2
2024-03-27T08:00:49Z,2,5.788,2
2024-03-27T09:00:49Z,2,5.774,2
2024-03-27T10:00:49Z,2,5.839,2
2024-03-27T11:00:49Z,2,5.873,2
2024-03-27T12:00:49Z,2,5.857,2
2024-03-27T13:00:49Z,2,5.8,2
2024-03-27T14:00:49Z,2,5.916,2
2024-03-27T15:00:49Z,2,5.847,2
2024-03-27T16:00:49Z,2,5.884,2
2024-03-27T17:00:49Z,2,5.92,2
2024-03-27T18:00:49Z,2,5.878,2
2024-03-27T19:00:49Z,2,5.862,2
2024-03-27T20:00:49Z,2,5.872,2
2024-03-27T21:00:49Z,2,5.833,2
2024-03-27T22:00:49Z,2,5.808,2
2024-03-27T23:00:49Z,2,5.782,2
2024-03-28T00:00:49Z,2,5.854,2
2024-03-28T01:00:49Z,2,5.814,2
2024-03-28T02:00:49Z,2,5.833,2
2024-03-28T03:00:49Z,2,5.829,2
2024-03-28T04:00:49Z,2,5.824,2
2024-03-28T05:00:49Z,2,5.839,2
2024-03-28T06:00:49Z,2,5.825,2
2024-03-28T07:00:49Z,2,5.822,2
2024-03-28T08:00:49Z,2,5.826,2
2024-03-28T09:00:49Z,2,5.845,2
2024-03-28T10:00:49Z,2,5.894,2
2024-03-28T11:00:49Z,2,5.845,2
2024-03-28T12:00:49Z,2,5.801,2
2024-03-28T13:00:49Z,2,5.714,2
2024-03-28T14:00:49Z,2,5.762,2
2024-03-28T15:00:49Z,2,5.562,2
2024-03-28T16:00:49Z,2,5.809,2
2024-03-28T17:00:49Z,2,5.857,2
2024-03-28T18:00:49Z,2,5.862,2
2024-03-28T19:00:49Z,2,5.826,2
2024-03-28T20:00:49Z,2,5.755,2
2024-03-28T21:00:49Z,2,5.75,2
2024-03-28T22:00:49Z,2,5.766,2
2024-03-28T23:00:49Z,2,5.725,2
2024-03-29T00:00:49Z,2,5.813,2
2024-03-29T01:00:49Z,2,5.828,2
2024-03-29T02:00:49Z,2,5.618,2
2024-03-29T03:00:49Z,2,5.671,2
2024-03-29T04:00:49Z,2,5.609,2
2024-03-29T05:00:49Z,2,5.634,2
2024-03-29T06:00:49Z,2,5.664,2
2024-03-29T07:00:49Z,2,5.636,2
2024-03-29T08:00:49Z,2,5.676,2
2024-03-29T09:00:49Z,2,5.721,2
2024-03-29T10:00:49Z,2,5.716,2
2024-03-29T11:00:49Z,2,5.701,2
2024-03-29T12:00:49Z,2,5.676,2
2024-03-29T13:00:49Z,2,5.723,2
2024-03-29T14:00:49Z,2,5.662,2
2024-03-29T15:00:49Z,2,5.739,2
2024-03-29T16:00:49Z,2,5.869,2
2024-03-29T17:00:49Z,2,5.769,2
2024-03-29T18:00:49Z,2,5.767,2
2024-03-29T19:00:49Z,2,5.705,2
2024-03-29T20:00:49Z,2,5.742,2
2024-03-29T21:00:49Z,2,5.574,2
2024-03-29T22:00:49Z,2,5.603,2
2024-03-29T23:00:49Z,2,5.723,2
2024-03-30T00:00:49Z,2,5.706,2
2024-03-30T01:00:49Z,2,5.692,2
2024-03-30T02:00:49Z,2,5.844,2
2024-03-30T03:00:49Z,2,5.735,2
2024-03-30T04:00:49Z,2,5.568,2
2024-03-30T05:00:49Z,2,5.696,2
2024-03-30T06:00:49Z,2,5.707,2
2024-03-30T07:00:49Z,2,5.632,2
2024-03-30T08:00:49Z,2,5.643,2
2024-03-30T09:00:49Z,2,5.679,2
2024-03-30T10:00:49Z,2,5.785,2
2024-03-30T11:00:49Z,2,5.6,2
2024-03-30T12:00:49Z,2,5.616,2
2024-03-30T13:00:49Z,2,5.645,2
2024-03-30T14:00:49Z,2,5.943,2
2024-03-30T15:00:49Z,2,5.872,2
2024-03-30T16:00:49Z,2,5.794,2
2024-03-30T17:00:49Z,2,5.771,2
2024-03-30T18:00:49Z,2,5.712,2
2024-03-30T19:00:49Z,2,5.599,2
2024-03-30T20:00:49Z,2,5.635,2
2024-03-30T21:00:49Z,2,5.65,2
2024-03-30T22:00:49Z,2,5.696,2
2024-03-30T23:00:49Z,2,5.725,2
2024-03-31T00:00:49Z,2,5.876,2
2024-03-31T01:00:49Z,2,5.739,2
2024-03-31T02:00:49Z,2,5.727,2
2024-03-31T03:00:49Z,2,5.866,2
2024-03-31T04:00:49Z,2,5.828,2
2024-03-31T05:00:49Z,2,5.753,2
2024-03-31T06:00:49Z,2,5.747,2
2024-03-31T07:00:49Z,2,5.651,2
2024-03-31T08:00:49Z,2,5.677,2
2024-03-31T09:00:49Z,2,5.753,2
2024-03-31T10:00:49Z,2,5.806,2
2024-03-31T11:00:49Z,2,5.939,2
2024-03-31T12:00:49Z,2,5.914,2
2024-03-31T13:00:49Z,2,5.923,2
2024-03-31T14:00:49Z,2,5.824,2
2024-03-31T15:00:49Z,2,5.795,2
2024-03-31T16:00:49Z,2,5.884,2
2024-03-31T17:00:49Z,2,5.869,2
2024-03-31T18:00:49Z,2,5.769,2
2024-03-31T19:00:49Z,2,5.926,2
2024-03-31T20:00:49Z,2,5.772,2
2024-03-31T21:00:49Z,2,5.748,2
2024-03-31T22:00:49Z,2,5.863,2
2024-03-31T23:00:49Z,2,5.542,2
2024-04-01T00:00:49Z,2,5.595,2
2024-04-01T01:00:49Z,2,5.641,2
2024-04-01T02:00:49Z,2,5.733,2
2024-04-01T03:00:49Z,2,5.811,2
2024-04-01T04:00:49Z,2,5.765,2
2024-04-01T05:00:49Z,2,5.861,2
2024-04-01T06:00:49Z,2,5.869,2
2024-04-01T07:00:49Z,2,5.82,2
2024-04-01T08:00:49Z,2,5.886,2
2024-04-01T09:00:49Z,2,5.77,2
2024-04-01T10:00:49Z,2,5.913,2
2024-04-01T11:00:49Z,2,5.903,2
2024-04-01T12:00:49Z,2,5.899,2
2024-04-01T13:00:49Z,2,5.83,2
2024-04-01T14:00:49Z,2,5.846,2
2024-04-01T15:00:49Z,2,5.85,2
2024-04-01T16:00:49Z,2,5.798,2
2024-04-01T17:00:49Z,2,5.636,2
2024-04-01T18:00:49Z,2,5.535,2
2024-04-01T19:00:49Z,2,5.519,2
2024-04-01T20:00:49Z,2,5.675,2
2024-04-01T21:00:49Z,2,5.682,2
2024-04-01T22:00:49Z,2,5.618,2
2024-04-01T23:00:49Z,2,5.561,2
2024-04-02T00:00:49Z,2,5.592,2
2024-04-02T01:00:49Z,2,5.556,2
2024-04-02T02:00:49Z,2,5.708,2
2024-04-02T03:00:49Z,2,5.585,2
2024-04-02T04:00:49Z,2,5.448,2
2024-04-02T05:00:49Z,2,5.5,2
2024-04-02T06:00:49Z,2,5.513,2
2024-04-02T07:00:49Z,2,5.526,2
2024-04-02T08:00:49Z,2,5.597,2
2024-04-02T09:00:49Z,2,5.582,2
2024-04-02T10:00:49Z,2,5.521,2
2024-04-02T11:00:49Z,2,5.571,2
2024-04-02T12:00:49Z,2,5.779,2
2024-04-02T13:00:49Z,2,5.828,2
2024-04-02T14:00:49Z,2,5.832,2
2024-04-02T15:00:49Z,2,6.037,2
2024-04-02T16:00:49Z,2,5.751,2
2024-04-02T17:00:49Z,2,5.838,2
2024-04-02T18:00:49Z,2,5.676,2
2024-04-02T19:00:49Z,2,5.557,2
2024-04-02T20:00:49Z,2,5.585,2
2024-04-02T21:00:49Z,2,5.711,2
2024-04-02T22:00:49Z,2,5.697,2
2024-04-02T23:00:49Z,2,5.579,2
2024-04-03T00:00:49Z,2,5.571,2
2024-04-03T01:00:49Z,2,5.607,2
2024-04-03T02:00:49Z,2,5.663,2
2024-04-03T03:00:49Z,2,5.261,2
2024-04-03T04:00:49Z,2,5.491,2
2024-04-03T05:00:49Z,2,5.56,2
2024-04-03T06:00:49Z,2,5.597,2
2024-04-03T07:00:49Z,2,5.643,2
2024-04-03T08:00:49Z,2,5.742,2
2024-04-03T09:00:49Z,2,5.765,2
2024-04-03T10:00:49Z,2,5.91,2
2024-04-03T11:00:49Z,2,5.819,2
2024-04-03T12:00:49Z,2,5.891,2
2024-04-03T13:00:49Z,2,5.79,2
2024-04-03T14:00:49Z,2,5.856,2
2024-04-03T15:00:49Z,2,5.823,2
2024-04-03T16:00:49Z,2,5.844,2
2024-04-03T17:00:49Z,2,5.827,2
2024-04-03T18:00:49Z,2,5.876,2
2024-04-03T19:00:49Z,2,5.763,2
2024-04-03T20:00:49Z,2,5.792,2
2024-04-03T21:00:49Z,2,5.665,2
2024-04-03T22:00:49Z,2,5.714,2
2024-04-03T23:00:49Z,2,5.625,2
2024-04-04T00:00:49Z,2,5.528,2
2024-04-04T01:00:49Z,2,5.516,2
2024-04-04T02:00:49Z,2,5.453,2
2024-04-04T03:00:49Z,2,5.64,2
2024-04-04T04:00:49Z,2,5.427,2
2024-04-04T05:00:49Z,2,5.427,2
2024-04-04T06:00:49Z,2,5.148,2
2024-04-04T07:00:49Z,2,5.617,2
2024-04-04T08:00:49Z,2,5.385,2
2024-04-04T09:00:49Z,2,5.365,2
2024-04-04T10:00:49Z,2,5.524,2
2024-04-04T11:00:49Z,2,5.662,2
2024-04-04T12:00:49Z,2,5.881,2
2024-04-04T13:00:49Z,2,5.983,2
2024-04-04T14:00:49Z,2,5.97,2
2024-04-04T15:00:49Z,2,6.037,2
2024-04-04T16:00:49Z,2,6.035,2
2024-04-04T17:00:49Z,2,6.065,2
2024-04-04T18:00:49Z,2,5.923,2
2024-04-04T19:00:49Z,2,5.851,2
2024-04-04T20:00:49Z,2,5.873,2
2024-04-04T21:00:49Z,2,5.751,2
2024-04-04T22:00:49Z,2,5.447,2
2024-04-04T23:00:49Z,2,5.591,2
2024-04-05T00:00:49Z,2,5.481,2
2024-04-05T01:00:49Z,2,5.364,2
2024-04-05T02:00:49Z,2,5.508,2
2024-04-05T03:00:49Z,2,5.476,2
2024-04-05T04:00:49Z,2,5.398,2
2024-04-05T05:00:49Z,2,5.592,2
2024-04-05T06:00:49Z,2,5.489,2
2024-04-05T07:00:49Z,2,5.618,2
2024-04-05T08:00:49Z,2,5.753,2
2024-04-05T09:00:49Z,2,5.789,2
2024-04-05T10:00:49Z,2,5.652,2
2024-04-05T11:00:49Z,2,5.798,2
2024-04-05T12:00:49Z,2,5.873,2
2024-04-05T13:00:49Z,2,5.71,2
2024-04-05T14:00:49Z,2,5.932,2
2024-04-05T15:00:49Z,2,6.128,2
2024-04-05T16:00:49Z,2,6.219,2
2024-04-05T17:00:49Z,2,6.136,2
2024-04-05T18:00:49Z,2,6.141,2
2024-04-05T19:00:49Z,2,6.023,2
2024-04-05T20:00:49Z,2,5.992,2
2024-04-05T21:00:49Z,2,6.087,2
2024-04-05T22:00:49Z,2,5.85,2
2024-04-05T23:00:49Z,2,5.741,2
2024-04-06T00:00:49Z,2,5.708,2
2024-04-06T01:00:49Z,2,5.731,2
2024-04-06T02:00:49Z,2,5.643,2
2024-04-06T03:00:49Z,2,5.601,2
2024-04-06T04:00:49Z,2,5.428,2
2024-04-06T05:00:49Z,2,5.486,2
2024-04-06T06:00:49Z,2,5.274,2
2024-04-06T07:00:49Z,2,5.624,2
2024-04-06T08:00:49Z,2,5.531,2
2024-04-06T09:00:49Z,2,5.546,2
2024-04-06T10:00:49Z,2,5.594,2
2024-04-06T11:00:49Z,2,5.762,2
2024-04-06T12:00:49Z,2,6.037,2
2024-04-06T13:00:49Z,2,6.072,2
2024-04-06T14:00:49Z,2,6.13,2
2024-04-06T15:00:49Z,2,6.067,2
2024-04-06T16:00:49Z,2,6.177,2
2024-04-06T17:00:49Z,2,6.136,2
2024-04-06T18:00:49Z,2,6.129,2
2024-04-06T19:00:49Z,2,6.026,2
2024-04-06T20:00:49Z,2,5.867,2
2024-04-06T21:00:49Z,2,5.924,2
2024-04-06T22:00:49Z,2,5.828,2
2024-04-06T23:00:49Z,2,5.743,2
2024-04-07T00:00:49Z,2,5.735,2
2024-04-07T01:00:49Z,2,5.89,2
2024-04-07T02:00:49Z,2,5.875,2
2024-04-07T03:00:49Z,2,5.615,2
2024-04-07T04:00:49Z,2,5.848,2
2024-04-07T05:00:49Z,2,5.893,2
2024-04-07T06:00:49Z,2,6.097,2
2024-04-07T07:00:49Z,2,6.174,2
2024-04-07T08:00:49Z,2,6.175,2
2024-04-07T09:00:49Z,2,5.911,2
2024-04-07T10:00:49Z,2,5.649,2
2024-04-07T11:00:49Z,2,5.902,2
2024-04-07T12:00:49Z,2,6.129,2
2024-04-07T13:00:49Z,2,5.874,2
2024-04-07T14:00:49Z,2,5.991,2
2024-04-07T15:00:49Z,2,6.286,2
2024-04-07T16:00:49Z,2,6.323,2
2024-04-07T17:00:49Z,2,6.308,2
2024-04-07T18:00:49Z,2,6.293,2
2024-04-07T19:00:49Z,2,6.062,2
2024-04-07T20:00:49Z,2,6.337,2
2024-04-07T21:00:49Z,2,6.002,2
2024-04-07T22:00:49Z,2,5.992,2
2024-04-07T23:00:49Z,2,5.991,2
2024-04-08T00:00:49Z,2,5.847,2
2024-04-08T01:00:49Z,2,5.917,2
2024-04-08T02:00:49Z,2,5.958,2
2024-04-08T03:00:49Z,2,5.836,2
2024-04-08T04:00:49Z,2,5.91,2
2024-04-08T05:00:49Z,2,5.89,2
2024-04-08T06:00:49Z,2,6.136,2
2024-04-08T07:00:49Z,2,5.984,2
2024-04-08T08:00:49Z,2,6.152,2
2024-04-08T09:00:49Z,2,6.069,2
2024-04-08T10:00:49Z,2,5.919,2
2024-04-08T11:00:49Z,2,6.116,2
2024-04-08T12:00:49Z,2,6.205,2
2024-04-08T13:00:49Z,2,6.482,2
2024-04-08T14:00:49Z,2,6.387,2
2024-04-08T15:00:49Z,2,6.493,2
2024-04-08T16:00:49Z,2,6.69,2
2024-04-08T17:00:49Z,2,6.502,2
2024-04-08T18:00:49Z,2,6.363,2
2024-04-08T19:00:49Z,2,6.576,2
2024-04-08T20:00:49Z,2,6.362,2
2024-04-08T21:00:49Z,2,6.52,2
2024-04-08T22:00:49Z,2,6.457,2
2024-04-08T23:00:49Z,2,6.333,2
2024-04-09T00:00:49Z,2,6.666,2
2024-04-09T01:00:49Z,2,6.672,2
2024-04-09T02:00:49Z,2,6.736,2
2024-04-09T03:00:49Z,2,6.713,2
2024-04-09T04:00:49Z,2,6.69,2
2024-04-09T05:00:49Z,2,6.645,2
2024-04-09T06:00:49Z,2,6.779,2
2024-04-09T07:00:49Z,2,6.667,2
2024-04-09T08:00:49Z,2,6.457,2
2024-04-09T09:00:49Z,2,6.464,2
2024-04-09T10:00:49Z,2,6.381,2
2024-04-09T11:00:49Z,2,6.599,2
2024-04-09T12:00:49Z,2,6.857,2
2024-04-09T13:00:49Z,2,7.064,2
2024-04-09T14:00:49Z,2,6.929,2
2024-04-09T15:00:49Z,2,7.11,2
2024-04-09T16:00:49Z,2,6.732,2
2024-04-09T17:00:49Z,2,6.698,2
2024-04-09T18:00:49Z,2,6.923,2
2024-04-09T19:00:49Z,2,6.826,2
2024-04-09T20:00:49Z,2,6.696,2
2024-04-09T21:00:49Z,2,6.578,2
2024-04-09T22:00:49Z,2,6.498,2
2024-04-09T23:00:49Z,2,6.585,2
2024-04-10T00:00:49Z,2,6.59,2
2024-04-10T01:00:49Z,2,6.535,2
2024-04-10T02:00:49Z,2,6.379,2
2024-04-10T03:00:49Z,2,6.484,2
2024-04-10T04:00:49Z,2,6.279,2
2024-04-10T05:00:49Z,2,6.271,2
2024-04-10T06:00:49Z,2,6.366,2
2024-04-10T07:00:49Z,2,6.803,2
2024-04-10T08:00:49Z,2,7.087,2
2024-04-10T09:00:49Z,2,7.053,2
